rec_id	drug	recommendation	variants	lookup_genes	component_count
7588543	amitriptyline	Avoid amitriptyline use. If amitripyline is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 1.5"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588544	amitriptyline	Avoid amitriptyline use. If amitripyline is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 2.0"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588545	amitriptyline	Avoid amitriptyline use. If amitripyline is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 2.25"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588546	amitriptyline	Avoid amitriptyline use. If amitripyline is warranted, consider a 50% reduction of recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 1.75"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588547	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 0.0"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588766	azathioprine	Consider alternative nonthiopurine immunosuppressant therapy.	"[""TPMT Poor Metabolizer"", ""NUDT15 Indeterminate""]"	NUDT15|TPMT	2
7588548	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.5"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588549	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 3.0"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588550	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.75"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588551	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 4.0"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588552	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.0"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588553	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.25"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588554	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.5"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588555	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥4.0"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588556	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.75"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588557	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥5.0"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588558	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥6.0"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588559	amitriptyline	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 n/a"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588560	amitriptyline	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. For tertiary amines, consider a 50% reduction of the recommended starting dose. Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 No Result"", ""CYP2C19 Poor Metabolizer""]"	CYP2C19|CYP2D6	2
7588561	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 0.25"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588562	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 0.5"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588563	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 0.75"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588564	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 1.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588618	amitriptyline	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 3.0"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7588565	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment.	"[""CYP2D6 1.25"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588566	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment.	"[""CYP2D6 1.5"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588567	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment.	"[""CYP2D6 2.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588568	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment.	"[""CYP2D6 2.25"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588569	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment.	"[""CYP2D6 1.75"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588570	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 0.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588619	amitriptyline	Avoid tricyclic use due to potential lack of efficacy. Consider alternative drug not metabolized by CYP2D6. If a TCA is warranted, consider titrating to a higher target dose (compared to normal metabolizers). Utilize therapeutic drug monitoring to guide dose adjustments. Titrate dose to observed clinical response with symptom improvement and minimal (if any) side effects.	"[""CYP2D6 2.75"", ""CYP2C19 Indeterminate""]"	CYP2C19|CYP2D6	2
7588571	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.5"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588572	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 3.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588573	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 2.75"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588574	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 4.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588575	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588576	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.25"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588577	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.5"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588578	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥4.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588579	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥3.75"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588580	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥5.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588581	amitriptyline	Avoid amitriptyline use; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 ≥6.0"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588582	amitriptyline	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 n/a"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588777	azathioprine	n/a	"[""TPMT Possible Intermediate Metabolizer"", ""NUDT15 Indeterminate""]"	NUDT15|TPMT	2
7588583	amitriptyline	Avoid tertiary amine use due to potential for sub-optimal response. Consider alternative drug not metabolized by CYP2C19. TCAs without major CYP2C19 metabolism include the secondary amines nortriptyline and desipramine. If a tertiary amine is warranted, utilize therapeutic drug monitoring to guide dose adjustments.	"[""CYP2D6 No Result"", ""CYP2C19 Rapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588584	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 0.25"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588585	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 0.5"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588586	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 0.75"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588587	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment. Utilizing therapeutic drug monitoring to guide dose adjustments is strongly recommended.	"[""CYP2D6 1.0"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
7588588	amitriptyline	Consider alternative drug not metabolized by CYP2C19; If amitriptyline is warranted, utilize therapeutic drug monitoring to guide dose adjustment.	"[""CYP2D6 1.25"", ""CYP2C19 Ultrarapid Metabolizer""]"	CYP2C19|CYP2D6	2
